StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,Q14,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q2_21,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,random,workerId,assignmentId,hitId
2/28/18 17:59,2/28/18 18:08,0,66.25.148.238,100,512,1,2/28/18 18:08,R_SPiqNcBKDKhkH5f,,,,,29.40370178,-98.72460175,anonymous,EN,1,39.054,39.054,42.418,1,42,3,3,3,3,3,2,4,4,4,2,3,5,1,2,2,2,5,5,5,2,1,3.952,120.084,121.914,23,4,4,5,3,4,3,4,4,5,3,2,4,5,,5,2,1,1,5,4,11.122,158.864,161.74,23,4,5,4,4,4,3,3,3,3,5,1,1,3,2,4,3,3,4,3,4,14.44,127.364,130.531,20,ALP4K9YCDV1M5,930170,ALP4K9YCDV1M5,3LRKMWOKB5HA2UHBK8R50T559F42ZY,3I7KR83SNADNRZ5UFEY8ZHTJC3YK9N
2/28/18 18:08,2/28/18 18:14,0,72.196.116.201,100,348,1,2/28/18 18:14,R_3k5tgsT6NzObKtb,,,,,29.67660522,-82.38549805,anonymous,EN,1,1.854,6.757,7.882,6,64,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4.264,67.912,69.258,44,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,1,5,1,5,4,65.359,141.265,142.728,42,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,3,5,5,5,3,6.806,97.348,99.576,43,A3AHYU9P0HLG4,186001,A3AHYU9P0HLG4,3P529IW9KYLAYZCJT2F3CXOW3A1FLC,3I7KR83SNADNRZ5UFEY8ZHTJC3YK9N
2/28/18 18:10,2/28/18 18:16,0,104.131.193.64,100,409,1,2/28/18 18:16,R_1MQI84oqcikIDWV,,,,,40.74209595,-74.00180054,anonymous,EN,1,6.339,6.339,8.131,1,23,4,1,1,1,1,1,3,1,1,1,4,4,1,1,1,1,4,1,5,1,1,18.874,114.594,116.541,32,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,11.638,80.245,82.769,22,1,1,4,1,1,1,1,1,1,4,5,1,1,1,1,3,1,1,3,1,49.212,178.229,179.645,45,A1N1EF0MIRSEZZ,343482,A1N1EF0MIRSEZZ,3ON104KXQKWGBDRTDZQMU48LCRW4W6,3I7KR83SNADNRZ5UFEY8ZHTJC3YK9N
2/28/18 18:26,2/28/18 18:34,0,68.44.126.128,100,484,1,2/28/18 18:34,R_1JOUB6NlVg3ZwN2,,,,,39.980896,-85.74890137,anonymous,EN,1,19.183,22.977,27.477,2,39,2,1,1,2,2,2,2,4,4,1,3,3,5,1,1,1,3,3,5,4,1,5.945,103.038,104.325,22,1,2,3,2,2,2,1,4,2,2,5,2,4,4,2,2,2,1,4,4,20.49,124.458,125.884,20,3,3,3,4,1,4,2,2,2,3,4,1,2,2,2,3,4,5,4,4,15.983,161.342,162.315,22,A2IRBZJJEB9P5E,652756,A2IRBZJJEB9P5E,3634BBTX0OU88Y4D8ZIQKHW4M67FIY,3I7KR83SNADNRZ5UFEY8ZHTJC3YK9N
2/28/18 18:35,2/28/18 18:40,0,24.47.209.13,100,272,1,2/28/18 18:40,R_2e3cuPX9oDs3RCx,,,,,40.96969604,-74.30419922,anonymous,EN,1,11.142,11.142,16.34,1,68,3,4,3,5,4,4,4,4,4,4,5,5,1,3,3,3,5,5,4,4,1,5.416,82.785,84.377,26,4,3,4,4,4,4,3,5,4,3,1,4,5,5,4,2,5,1,5,4,3.057,80.866,82.804,26,5,5,5,4,5,3,4,3,4,5,1,1,3,3,5,3,4,5,5,5,2.254,67.397,68.904,33,a3hylvfudkjfkc,299556,A3HYLVFUDKJFKC,34Z02EIMISD7K85YZTY9VHB9RLY0TW,3I7KR83SNADNRZ5UFEY8ZHTJC3YK9N
2/28/18 18:52,2/28/18 18:56,0,73.40.22.137,100,248,1,2/28/18 18:56,R_1I3E4CrtUw6r3rt,,,,,37.12980652,-77.40339661,anonymous,EN,1,3.446,3.446,5.623,1,35,5,3,4,4,5,5,5,3,4,3,5,5,3,3,1,2,5,1,5,3,1,4.227,71.442,72.405,23,4,3,4,1,5,5,1,5,5,1,1,3,5,5,5,4,3,1,5,4,3.534,86.134,88.48,21,1,1,1,4,1,3,3,2,5,3,5,1,5,1,5,3,5,5,5,1,4.793,66.088,66.844,20,A207CEBUIVZ7IW,347224,A207CEBUIVZ7IW,33OOO72IVHLRE00EB9RTQIDA0AVCT1,3I7KR83SNADNRZ5UFEY8ZHTJC3YK9N
2/28/18 19:02,2/28/18 19:07,0,24.13.6.69,100,278,1,2/28/18 19:07,R_yND2wCrbLXXTOEh,,,,,42.05690002,-86.45629883,anonymous,EN,1,1.584,11.725,13.201,6,54,4,2,4,4,4,4,4,4,4,2,3,4,2,2,4,4,4,4,4,4,1,2.68,70.87,72.135,44,4,4,4,4,4,5,1,4,4,2,2,2,4,4,4,2,2,2,5,4,5.156,92.765,93.878,49,4,4,4,4,2,2,2,4,4,4,4,2,3,4,4,3,4,4,4,2,3.329,71.175,72.619,43,APDDA1Y59RHV9,391097,APDDA1Y59RHV9,36NEMU28XFDWF3GZJ3QIGYPLYJMWM0,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 19:03,2/28/18 19:07,0,23.95.227.197,100,246,1,2/28/18 19:07,R_2fvou4VLDREQkh7,,,,,42.88839722,-78.87609863,anonymous,EN,1,6.555,6.555,34.792,1,30,4,5,5,4,5,4,4,3,5,4,3,4,4,4,3,3,4,5,5,5,1,2.323,43.496,45.153,21,3,4,4,4,3,5,4,3,5,5,5,4,4,5,3,4,3,5,4,4,1.969,73.348,90.954,23,5,4,4,3,4,5,5,4,3,4,4,3,5,4,3,3,4,5,4,5,1.632,36.785,52.398,23,A1H1EUBEOPVCQZ,772117,A1H1EUBEOPVCQZ,3PDJHANYK5GCTA0I1OX1QZICTVV6H1,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 19:03,2/28/18 19:08,0,73.164.134.118,100,335,1,2/28/18 19:08,R_23TsAS2fGjOshC9,,,,,45.02360535,-123.1125031,anonymous,EN,1,2.147,6.264,8.275,6,60,1,1,2,4,4,1,3,2,3,4,1,,1,1,2,1,1,1,4,4,1,8.341,134.855,136.414,53,3,1,3,1,1,1,4,4,1,1,1,1,1,4,1,1,,1,1,1,5.627,79.517,81.025,52,1,1,1,2,1,2,1,1,4,4,1,1,,1,2,1,4,4,4,1,3.48,81.444,84.971,56,ANT979UZZF7N0,407645,ANT979UZZF7N0,3H8DHMCCW9B2G9G5HW8C9X8W2YMDK4,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 19:08,2/28/18 19:10,0,107.173.176.164,100,156,1,2/28/18 19:10,R_1OJKnxEalkYJ0eK,,,,,42.98640442,-78.72789764,anonymous,EN,1,5.147,7.332,7.375,2,29,4,5,5,4,4,3,3,4,4,3,3,5,4,3,4,4,3,4,4,3,1,2.808,41.891,44.604,22,4,3,4,3,5,5,3,4,3,5,4,3,4,4,3,4,3,3,3,4,1.934,42.094,45.074,28,4,4,4,3,3,4,4,5,4,5,3,3,5,5,4,3,4,4,5,3,2.294,36.872,38.747,25,A27IPK2R9IZ9GS,731284,A27IPK2R9IZ9GS,3DZQRBDBSLF2M0RGTGB2NADUSFB3SE,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 19:15,2/28/18 19:19,0,45.51.69.36,100,276,1,2/28/18 19:19,R_1qe748wpdnJJtvy,,,,,33.92689514,-117.8611984,anonymous,EN,1,5.203,5.203,14.854,1,48,4,4,1,2,4,4,3,4,4,1,4,2,3,2,2,4,4,2,5,4,1,3.547,72.605,73.863,30,5,1,2,1,4,4,1,4,4,2,1,1,1,1,2,1,4,1,3,4,14.254,85.055,87.621,21,1,4,1,1,3,1,4,1,2,3,4,1,3,1,4,3,4,4,4,1,3.204,82.856,83.8,20,A1JN13098RIE78,858780,A1JN13098RIE78,3SEPORI8WNZZ7XCFXNKK6BO3L42AZL,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 19:14,2/28/18 19:25,0,67.249.176.44,100,646,1,2/28/18 19:25,R_DpLdDA0WpJTr4pb,,,,,43.07620239,-75.00610352,anonymous,EN,1,48.094,50.651,52.996,2,32,2,2,2,4,4,3,4,3,3,2,1,1,1,1,2,1,1,1,5,4,1,34.484,290.442,292.025,37,2,3,4,2,4,4,2,1,2,2,1,4,3,5,4,1,1,1,3,4,9.311,114.71,116.709,31,2,1,4,4,4,2,2,2,2,1,1,1,3,2,3,3,4,3,4,4,3.46,138.658,141.455,38,A2B227N1NQYS56,983566,A2B227N1NQYS56,351SEKWQS0HX6XG828LSOA00R3HDM9,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 19:25,2/28/18 19:30,0,69.47.37.88,100,319,1,2/28/18 19:30,R_2zUB1j5PPaaXZ7I,,,,,41.6934967,-87.61450195,anonymous,EN,1,6.976,6.976,10.08,1,33,3,3,2,2,2,3,4,3,4,2,2,3,4,2,3,5,2,2,4,2,1,117.964,142.707,146.074,24,4,5,3,4,4,3,5,3,4,2,1,2,4,5,2,3,2,1,3,4,1.239,36.314,39.229,22,5,5,2,2,1,2,3,4,4,2,2,1,5,4,1,3,3,3,4,4,15.067,81.41,82.759,26,A14WLAP6TCEKO0,629472,A14WLAP6TCEKO0,35GCEFQ6I5OZNCDUO85AJ3AXFUC3ZK,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 19:33,2/28/18 19:37,0,42.107.202.187,100,278,1,2/28/18 19:37,R_2Vm3fQtG8xnAgFa,,,,,10.8999939,75.91670227,anonymous,EN,1,3.241,3.241,5.58,1,30,4,4,4,4,5,3,4,4,4,3,4,3,4,4,4,4,4,4,5,4,1,4.03,104.241,106.833,28,4,4,4,3,3,4,3,4,4,4,1,4,3,4,4,2,3,1,4,4,3.057,53.172,59.794,29,4,4,2,4,4,4,3,4,4,3,2,1,4,5,4,3,5,3,4,4,4.115,73.589,84.279,33,A27NBGO9FXJS8Q,963394,A27NBGO9FXJS8Q,3WSELTNVR323LL3GRVV2KNNM08GAT5,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 19:37,2/28/18 19:41,0,104.11.61.83,100,272,1,2/28/18 19:41,R_2OMRfeHEyKlpFh3,,,,,37.90629578,-122.0650024,anonymous,EN,1,16.395,17.553,19.141,2,51,4,2,4,3,5,5,4,5,4,2,2,2,1,2,4,4,3,3,5,5,1,2.308,84.196,85.517,28,5,4,5,2,4,4,2,3,4,2,1,5,3,4,4,1,2,1,3,4,2.676,65.916,68.342,25,2,5,3,5,4,3,4,2,4,3,1,1,4,1,4,3,4,5,4,5,9.197,70.909,71.883,26,A8KX1HFH8NE2Q,223868,A8KX1HFH8NE2Q,3J2UYBXQQLC1IAUM3GQGK7JV7ET60Z,3G5RUKN2EC3OZ5QXCRQOR9AN6Y4N9W
2/28/18 20:04,2/28/18 20:08,0,69.113.81.63,100,192,1,2/28/18 20:08,R_1K9ZqwbCU6XoRLr,,,,,40.48350525,-74.44319916,anonymous,EN,1,1.313,3.915,5.286,5,27,2,2,4,4,1,1,3,3,3,2,1,1,1,1,4,3,1,2,4,3,1,1.947,55.854,55.996,74,3,2,1,1,2,3,1,1,3,1,1,4,4,4,4,1,1,1,1,4,2.159,55.179,56.765,70,2,2,4,4,5,4,3,4,3,1,2,2,2,5,3,3,4,4,4,5,1.68,58.573,58.668,66,A49WTQG4MBT9Z,435140,A49WTQG4MBT9Z,3TMFV4NEP8EHUEEVP2GZBGOQEE3W8I,3E9ZFLPWOYSMM0X4IRJA240OR22XIA
2/28/18 20:05,2/28/18 20:08,0,68.201.177.103,100,196,1,2/28/18 20:08,R_2PbSwWwr1OxpLOY,,,,,26.17880249,-98.35949707,anonymous,EN,1,15.236,15.236,17.591,1,38,3,3,3,3,,4,3,3,3,3,4,3,3,3,3,4,4,3,3,3,1,6.02,47.505,49.746,23,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,5.153,46.477,48.726,25,3,3,2,3,2,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,4.565,51.272,52.938,23,A3G8OON0TDPN1E,785919,A3G8OON0TDPN1E,3IQ1VMJRYTKK16U2TPQLTNMA61J9AA,3E9ZFLPWOYSMM0X4IRJA240OR22XIA
2/28/18 20:04,2/28/18 20:09,0,76.187.65.25,100,276,1,2/28/18 20:09,R_2SkrJsYvH2UgpmA,,,,,33.14990234,-96.85549927,anonymous,EN,1,1.477,1.477,3.844,1,33,1,2,2,1,2,1,4,3,3,1,1,1,1,2,1,2,1,1,4,2,1,2,76.784,78.945,30,3,4,3,2,1,2,1,1,2,2,1,4,1,2,1,1,1,1,1,4,3.655,76.409,79.824,27,1,1,1,4,1,2,3,2,2,1,5,1,2,2,2,3,2,3,3,4,13.918,97.93,100.179,34,A2MCG5W6LHSRG9,479337,A2MCG5W6LHSRG9,3G2UL9A02DEF0LU6OFBPZMTIFS5766,3E9ZFLPWOYSMM0X4IRJA240OR22XIA
2/28/18 20:04,2/28/18 20:11,0,98.202.150.209,100,382,1,2/28/18 20:11,R_3QDdXQPaBEZzIBB,,,,,40.66769409,-111.938797,anonymous,EN,1,4.536,37.584,50.499,6,67,2,1,2,1,1,1,2,2,2,2,4,4,2,3,4,1,4,4,5,2,1,4.194,97.514,99.034,25,2,1,1,2,2,4,1,2,3,1,1,1,4,4,1,1,4,1,4,4,4.278,102.582,107.672,24,1,4,2,1,2,1,1,1,1,5,4,1,1,1,2,3,2,4,1,1,3.767,88.159,89.634,24,A1HLG5NN2I16GN,938853,A1HLG5NN2I16GN,3ZR9AIQJUB9N3NQ8KSX1N9ZHBNT40I,3E9ZFLPWOYSMM0X4IRJA240OR22XIA
2/28/18 20:04,2/28/18 20:13,0,24.130.52.66,100,523,1,2/28/18 20:13,R_2TsBOOQe4L8SMwy,,,,,37.34950256,-122.1163025,anonymous,EN,1,5.224,8.965,10.096,5,26,3,3,4,2,4,4,3,3,4,2,2,3,2,2,3,2,3,1,3,4,2,21.07,261.691,264.658,84,3,3,4,3,2,3,2,2,2,2,3,4,3,3,3,2,2,2,4,4,6.341,145.193,145.62,80,3,3,2,3,3,3,2,2,4,3,5,2,2,3,3,3,4,3,2,1,3.286,76.895,78.29,60,A2WLTPBX05TW6D,100657,A2WLTPBX05TW6D,3WMINLGALB3MZ415590CVDNICMMCAU,3E9ZFLPWOYSMM0X4IRJA240OR22XIA
2/28/18 20:18,2/28/18 20:20,0,199.244.50.189,100,149,1,2/28/18 20:20,R_qRBt70dQv2UzuRH,,,,,40.74490356,-73.97820282,anonymous,EN,1,4.496,4.496,8.524,1,35,5,5,4,5,3,4,4,4,4,1,3,3,3,4,5,5,5,1,5,2,1,3.948,33.362,34.332,22,5,5,,4,5,5,5,4,4,5,5,5,5,5,5,5,1,3,5,4,9.761,53.519,58.424,21,5,1,5,,3,5,4,5,5,5,3,1,4,5,5,3,5,4,3,5,3.976,27.542,28.663,22,AX6F7AC21GC4J,479403,AX6F7AC21GC4J,3BQU611VFPK6WNKX1JCLXSBQ0J199V,3E9ZFLPWOYSMM0X4IRJA240OR22XIA
2/28/18 21:07,2/28/18 21:09,0,75.137.59.134,100,128,1,2/28/18 21:09,R_1QbDo0EDEdPf6n5,,,,,35.67669678,-81.38500214,anonymous,EN,1,2.979,2.979,4.567,1,29,3,3,3,3,4,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,15.356,41.475,45.272,22,4,3,3,4,2,4,4,3,3,4,4,3,3,3,3,4,3,3,3,4,1.759,23.582,25.547,23,3,4,3,3,,4,3,3,3,2,3,3,2,3,3,3,2,4,3,2,13.539,34.419,36.18,21,A2287PGNK5IJNE,586270,A2287PGNK5IJNE,324G5B4FB38KMA8RMQV8QLJR2PN072,306W7JMRYYYMKRIQ49F10IFI53B8B6
2/28/18 21:08,2/28/18 21:11,0,24.17.31.85,100,164,1,2/28/18 21:11,R_WiYGS5sd0xtgOop,,,,,47.2131958,-122.473999,anonymous,EN,1,4.116,4.644,7.478,2,31,2,3,3,4,3,2,3,3,3,3,3,3,3,2,3,3,4,1,3,3,1,2.676,29.378,32.883,22,1,3,3,1,1,1,1,4,2,1,3,2,3,2,2,3,3,1,1,4,1.47,40.675,42.617,22,3,1,3,2,3,2,4,2,3,3,3,1,4,3,3,3,3,4,3,5,3.688,54.935,56.935,24,A1XVKS9PHDMTR5,380359,A1XVKS9PHDMTR5,3FE7TXL1LIN1O2GKXC8S90T14DZ2QM,306W7JMRYYYMKRIQ49F10IFI53B8B6
2/28/18 21:08,2/28/18 21:11,0,112.204.17.232,100,214,1,2/28/18 21:11,R_2wdjxLB7uxKOVmW,,,,,14.6000061,120.9667053,anonymous,EN,1,1.659,14.522,16.497,12,20,3,4,2,1,4,3,4,2,3,2,2,2,3,2,2,2,2,2,2,3,1,3.657,50.732,56.154,75,4,4,4,1,3,1,4,1,3,1,1,5,1,1,1,1,2,2,1,4,2.407,52.567,54.064,101,2,3,2,2,3,2,2,3,4,2,2,2,3,2,2,3,4,4,2,2,0.483,56.363,58.623,88,A1ODYU3PCKDC0P,730592,A1ODYU3PCKDC0P,3GDTJDAPVUBLP2KHL0AC2IMZGCU8M8,306W7JMRYYYMKRIQ49F10IFI53B8B6
2/28/18 21:07,2/28/18 21:12,0,75.88.177.246,100,286,1,2/28/18 21:12,R_ai0x0jYfcb0RvXz,,,,,38.00469971,-84.53340149,anonymous,EN,1,5.757,15.496,17.085,3,41,3,4,4,4,5,4,4,5,5,4,4,4,1,3,4,4,4,4,4,5,1,9.156,76.761,80.957,22,4,5,5,1,4,5,2,4,4,3,1,5,5,5,4,1,4,1,4,4,3.446,93.193,94.262,23,4,4,4,5,5,3,5,3,5,4,1,1,4,2,4,3,5,3,4,5,5.111,67.211,74.517,21,A70L26UXLTGLC,448489,A70L26UXLTGLC,33F859I566DIZMHDXFE91F447WGHB7,306W7JMRYYYMKRIQ49F10IFI53B8B6
2/28/18 21:07,2/28/18 21:15,0,24.60.119.123,100,476,1,2/28/18 21:15,R_4JGMQUWsJpgrlQJ,,,,,42.25860596,-72.57520294,anonymous,EN,1,1.093,5.983,6.051,4,35,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,4,4,3,5,4,1,9.017,63.82,63.896,68,4,4,5,4,4,4,2,5,4,4,1,4,4,4,4,5,2,1,3,4,0.405,79.512,82.529,70,2,3,2,4,2,4,4,4,4,4,4,2,4,4,4,3,5,4,4,2,0.806,61.916,61.988,59,A1YBX7P5PY8LL,550473,A1YBX7P5PY8LL,38F71OA9GTWU4HU4TEGICA3L3G7FMW,306W7JMRYYYMKRIQ49F10IFI53B8B6
2/28/18 21:13,2/28/18 21:19,0,104.57.108.39,100,390,1,2/28/18 21:19,R_3PZzW7H9sguldrb,,,,,33.81700134,-118.0373001,anonymous,EN,1,19.575,19.575,21.666,1,35,1,4,3,3,5,4,4,3,3,1,1,1,1,1,1,1,1,1,3,4,1,6.025,115.35,117.869,28,3,4,5,4,5,3,3,3,1,1,1,2,1,3,3,3,1,1,1,4,4.709,114.441,116.016,28,1,1,1,4,5,5,3,3,4,3,1,1,4,5,3,,1,3,1,5,10.088,108.108,110.86,23,AMW2XLD9443OH,971447,AMW2XLD9443OH,3AUQQEL7U5TMX09N4OYOWZZUO7TV0O,306W7JMRYYYMKRIQ49F10IFI53B8B6
2/28/18 21:28,2/28/18 21:34,0,174.206.12.230,100,371,1,2/28/18 21:34,R_73QlplIdef68Qud,,,,,32.69709778,-96.68569946,anonymous,EN,1,59.672,59.672,61.422,1,33,5,5,5,5,5,5,5,5,5,4,5,5,3,4,5,5,5,5,5,5,1,49.073,96.41,103.441,22,5,5,5,5,5,5,3,5,5,5,3,4,5,5,5,5,5,3,5,4,10.566,98.08,99.272,27,5,5,5,5,5,5,1,5,5,5,2,3,5,5,5,3,5,5,5,5,10.277,78.806,79.85,26,A3MPHGI584PR1U,395623,A3MPHGI584PR1U,3ZR9AIQJUB9N3NQ8KSX1N9ZHBNX04I,306W7JMRYYYMKRIQ49F10IFI53B8B6
2/28/18 21:59,2/28/18 22:03,0,73.181.254.41,100,268,1,2/28/18 22:03,R_tSN94vv4nMhU0KJ,,,,,47.25289917,-122.4443054,anonymous,EN,1,3.318,3.318,6.194,1,35,2,3,3,2,4,3,4,2,3,3,2,3,3,3,5,5,3,3,3,3,1,19.678,91.695,92.822,25,3,3,2,3,3,4,2,3,2,3,1,3,1,4,2,3,3,1,3,4,6.571,85.645,88.225,22,4,4,3,3,1,3,3,3,3,3,3,1,3,3,3,3,2,3,3,1,10.41,64.425,66.042,27,,782623,A69RUK0SZV067,3HRMW88U16Q37DFEQWXX93GHXEMM03,306W7JMRYYYMKRIQ49F10IFI53B8B6
2/28/18 22:14,2/28/18 22:17,0,24.169.13.161,100,182,1,2/28/18 22:17,R_11WSPpUoAvFUODt,,,,,42.68659973,-73.72899628,anonymous,EN,1,2.879,2.879,4.921,1,56,4,2,3,3,4,4,4,3,1,1,1,1,1,2,3,3,1,1,5,5,1,6.871,50.11,51.342,22,4,5,5,5,5,4,4,5,1,2,1,5,3,5,3,1,1,1,1,4,8.46,68.618,70.916,37,1,1,1,4,1,1,4,2,2,1,1,1,4,1,4,3,4,4,1,1,3.001,32.257,34.613,22,AM0QVBV8L6QCJ,969304,AM0QVBV8L6QCJ,3L0KT67Y8EG323O4I14SD4971GLYSU,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
2/28/18 22:16,2/28/18 22:21,0,69.143.197.11,100,335,1,2/28/18 22:21,R_23ZAHkCX8tCW29d,,,,,39.05029297,-76.82489777,anonymous,EN,1,4.406,4.406,10.825,1,21,3,5,5,5,5,5,5,4,5,2,4,1,2,2,5,5,1,3,5,4,1,5.238,74.949,78.7,25,4,5,5,2,2,5,1,1,4,2,1,5,4,5,5,1,4,1,1,4,3.231,61.259,62.617,20,1,1,4,5,5,3,3,3,5,1,5,1,4,5,2,3,4,4,5,2,3.156,155.042,156.954,20,A31XVMN754ZGGA,467326,A31XVMN754ZGGA,3NXNZ5RS1AX2I4W4MME1JWKK5TO79S,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
2/28/18 22:14,2/28/18 22:22,0,104.36.91.21,100,424,1,2/28/18 22:22,R_3RfkrCjj2RnMmON,,,,,36.41459656,-89.13960266,anonymous,EN,1,13.765,32.776,37.106,3,58,3,1,4,2,2,2,4,1,2,2,5,5,1,2,2,2,5,5,4,2,1,5.112,111.03,112.272,29,3,3,3,3,1,4,1,4,1,2,3,1,5,5,4,1,5,3,5,4,2.779,106.662,108.316,26,5,5,2,4,5,2,4,2,4,5,4,1,2,2,3,3,1,4,2,4,9.533,126.325,128.668,25,A1Y6YA93AFCHPY,417365,A1Y6YA93AFCHPY,3NJM2BJS4W6TM877USI9L8CDB8WPCX,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
2/28/18 22:22,2/28/18 22:27,0,67.10.209.225,100,272,1,2/28/18 22:27,R_z0WPOhvZOmMyNCV,,,,,31.78669739,-106.4452972,anonymous,EN,1,8.748,8.748,10.839,1,52,2,5,2,2,5,1,4,1,4,1,5,5,5,2,1,2,5,5,5,2,1,3.529,81.032,83.136,24,3,4,5,4,1,4,5,4,1,2,1,5,4,5,5,1,1,1,5,4,3.657,69.346,70.456,22,5,2,5,4,1,3,1,1,1,4,5,5,2,1,4,3,4,2,2,,6.16,80.176,82.039,22,A1M96K9C8J8F9L,988378,A1M96K9C8J8F9L,31QTRG6Q2TD6PB8CQK0YIZ4WEWEYPE,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
2/28/18 22:25,2/28/18 22:31,0,98.227.194.121,100,329,1,2/28/18 22:31,R_2pQNcZhGahHzC0i,,,,,41.78529358,-87.77339935,anonymous,EN,1,7.723,7.723,24.359,1,35,4,3,4,4,3,3,2,3,4,2,4,3,2,3,3,3,4,3,4,3,1,4.264,39.048,85.119,25,4,3,4,2,4,4,2,4,3,2,3,2,3,4,3,3,4,1,2,5,5.377,65.873,87.424,25,5,,4,3,1,3,2,4,2,4,3,3,4,4,3,3,3,3,4,4,3.709,90.735,109.365,23,A2N0RWR3JTVBM0,992856,A2N0RWR3JTVBM0,3TXD01ZLD4H3J92OIZBLCGNORC7U4L,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
2/28/18 22:27,2/28/18 22:31,0,24.186.50.221,100,284,1,2/28/18 22:31,R_3rbyTyKNlCweToB,,,,,40.104599,-74.34590149,anonymous,EN,1,4.271,4.271,6.411,1,31,2,4,4,4,4,4,2,3,3,2,1,1,1,2,3,4,1,1,4,4,1,5.258,83.787,86.068,26,3,4,5,4,3,2,3,4,3,2,1,4,4,4,3,3,1,1,1,4,10.553,97.143,99.352,26,3,1,1,4,4,4,3,3,4,1,4,1,4,4,4,3,4,5,4,3,3.232,70.401,72.513,28,A1IZXYBZFZAPAQ,182585,A1IZXYBZFZAPAQ,3FIJLY1B6U40PKRHLU8ATEXG8LOPF8,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
2/28/18 22:29,2/28/18 22:34,0,104.175.56.166,100,288,1,2/28/18 22:34,R_2YKBrNu1ifuxm3A,,,,,34.05990601,-118.3103027,anonymous,EN,1,66.197,67.142,68.118,2,24,4,,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,4,4,1,0.775,13.625,14.281,28,2,3,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,55.1,73.747,74.525,33,2,3,2,4,2,4,2,4,4,4,4,2,4,4,4,3,4,4,4,2,7.578,37.541,38.197,28,A34I7PV0UHRMKS,924727,A34I7PV0UHRMKS,3EG49X351UC9F00X6SFNTL66HLV6XB,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
2/28/18 22:36,2/28/18 22:41,0,110.227.246.95,100,263,1,2/28/18 22:41,R_Pv5UW6IgiYpgJvr,,,,,13.08329773,80.28329468,anonymous,EN,1,4.51,4.51,6.195,1,29,3,3,3,3,2,4,4,4,4,4,5,4,3,2,4,3,4,5,5,3,1,26.618,71.386,74.133,25,5,3,5,4,2,4,5,4,4,5,4,5,3,4,3,5,4,4,4,4,2.464,47.611,55.55,31,3,3,5,5,5,4,3,4,3,3,4,4,4,5,2,3,4,4,3,4,0.118,99.98,101.946,21,A2QIZ31TMHU0GD,894700,A2QIZ31TMHU0GD,3DBQWDE4Y6Y8K2MFZ3I93D18JC9N5R,3W1K7D6QSBH14NJDDZFED2CM4CKBZG
